date,open,high,close,low,volume,chg,%chg,ma5,ma10,ma20,vma5,vma10,vma20,turnover
2019-03-14,757.000,785.000,778.000,754.000,62172.56,24.000,3.18,759.003,759.003,759.003,"51,747.98","51,747.98","51,747.98",0.49
2019-03-18,778.800,814.530,810.090,777.000,81318.80,32.790,4.22,772.880,772.880,772.880,"57,792.69","57,792.69","57,792.69",0.65
2019-04-02,859.990,859.990,850.000,836.060,53227.05,-9.000,-1.05,831.658,807.944,796.028,"61,093.95","47,454.42","50,258.91",0.42
2019-04-03,840.120,851.740,844.500,834.210,43056.80,-5.500,-0.65,842.858,813.114,798.879,"61,143.84","48,648.35","49,835.26",0.34
2019-04-04,840.000,865.800,865.000,836.200,55772.36,20.500,2.43,854.498,821.039,802.553,"60,784.96","50,968.26","50,165.10",0.44
2019-04-08,900.000,908.000,900.200,890.120,66251.93,35.200,4.07,863.740,831.659,807.692,"55,848.55","54,541.70","51,011.77",0.53
2019-04-09,903.000,908.200,905.000,892.510,47989.80,4.800,0.53,872.940,844.599,812.558,"53,259.59","55,613.64","50,860.67",0.38
2019-04-10,903.000,951.900,947.990,900.000,67814.38,42.990,4.75,892.538,862.098,822.707,"56,177.05","58,635.50","51,625.89",0.54
2019-04-11,948.000,950.000,925.200,905.550,61102.54,-22.790,-2.40,908.678,875.768,831.267,"59,786.20","60,465.02","52,652.95",0.49
2019-04-12,909.000,919.990,914.000,900.010,48612.17,-11.200,-1.21,918.478,886.488,838.067,"58,354.16","59,569.56","51,974.93",0.39
2019-04-15,931.000,939.000,907.000,907.000,45522.64,-7.000,-0.77,919.838,891.789,844.552,"54,208.31","55,028.43","51,631.03",0.36
2019-04-16,904.900,939.900,939.900,901.220,46423.44,32.900,3.63,926.818,899.879,851.042,"53,895.03","53,577.31","49,886.26",0.37
2019-04-17,938.000,955.510,952.000,925.000,40761.02,12.100,1.29,927.620,910.079,859.012,"48,484.36","52,330.71","49,892.57",0.32
2019-04-18,945.410,954.680,945.500,936.220,19598.52,-6.500,-0.68,931.680,920.179,866.647,"40,183.56","49,984.88","49,316.62",0.16
2019-04-19,943.960,960.950,952.560,931.310,32379.78,7.060,0.75,939.392,928.935,874.987,"36,937.08","47,645.62","49,306.94",0.26
2019-04-22,959.500,978.890,949.200,940.610,40627.96,-3.360,-0.35,947.832,933.835,882.747,"35,958.14","45,083.23","49,812.46",0.32
2019-04-23,951.000,981.220,974.950,949.200,48852.05,25.750,2.71,954.842,940.830,892.715,"36,443.87","45,169.45","50,391.54",0.39
2019-04-24,979.880,990.000,970.000,951.220,45227.00,-4.950,-0.51,958.442,943.031,902.565,"37,337.06","42,910.71","50,773.11",0.36
2019-04-25,968.790,973.990,952.370,951.220,39801.34,-17.630,-1.82,959.816,945.748,910.758,"41,377.63","40,780.59","50,622.81",0.32
2019-04-26,946.300,959.880,945.000,945.000,43277.68,-7.370,-0.77,958.304,948.848,917.668,"43,557.21","40,247.14","49,908.35",0.34
2019-04-29,945.000,989.000,971.970,935.000,52572.30,26.970,2.85,962.858,955.345,923.567,"45,946.07","40,952.11","47,990.27",0.42
2019-04-30,968.000,984.960,974.000,963.110,35943.18,2.030,0.21,962.668,958.755,929.317,"43,364.30","39,904.08","46,740.70",0.29
2019-05-06,925.500,935.000,906.000,893.000,135099.69,-68.000,-6.98,949.868,954.155,932.117,"61,338.84","49,337.95","50,834.33",1.08
2019-05-07,893.280,913.940,890.000,870.220,100837.26,-16.000,-1.77,937.394,948.605,934.392,"73,546.02","57,461.82","53,723.35",0.80
2019-05-08,860.000,901.800,884.400,860.000,81882.98,-5.600,-0.63,925.274,941.789,935.362,"81,267.08","62,412.14","55,028.88",0.65
2019-05-09,875.000,879.870,858.810,842.500,91545.15,-25.590,-2.89,902.642,932.750,933.293,"89,061.65","67,503.86","56,293.54",0.73
2019-05-10,875.660,910.780,907.120,868.190,79907.38,48.310,5.62,889.266,925.967,933.399,"97,854.49","70,609.40","57,889.42",0.64
2019-05-13,898.860,910.980,892.000,884.000,46637.18,-15.120,-1.67,886.466,918.167,930.599,"80,161.99","70,750.41","56,830.56",0.37
2019-05-14,885.000,906.000,886.570,873.000,59983.12,-5.430,-0.61,885.780,911.587,928.668,"71,991.16","72,768.59","56,774.59",0.48
2019-05-15,890.240,933.000,927.000,890.240,63124.25,40.430,4.56,894.300,909.787,929.318,"68,239.42","74,753.25","57,500.20",0.50
2019-05-16,919.000,932.000,929.910,905.000,44540.12,2.910,0.31,908.520,905.581,930.463,"58,838.41","73,950.03","57,451.07",0.35
2019-05-17,927.020,932.300,906.790,900.100,49841.61,-23.120,-2.49,908.454,898.860,928.808,"52,825.26","75,339.87","57,621.98",0.40
2019-05-20,900.000,900.000,884.960,871.000,44407.99,-21.830,-2.41,907.046,896.756,925.456,"52,379.42","66,270.70","57,804.33",0.35
2019-05-21,885.000,910.000,895.000,872.020,42385.65,10.040,1.14,908.732,897.256,922.931,"48,859.92","60,425.54","58,943.68",0.34
2019-05-22,894.980,904.000,888.000,880.000,32041.58,-7.000,-0.78,900.932,897.616,919.703,"42,643.39","55,441.40","58,926.77",0.26
2019-05-23,881.000,883.980,861.000,856.220,58058.63,-27.000,-3.04,887.150,897.835,915.293,"45,347.09","52,092.75","59,798.31",0.46
2019-05-24,865.000,885.000,878.500,864.440,44034.09,17.500,2.03,881.492,894.973,910.470,"44,185.59","48,505.42","59,557.41",0.35
2019-05-27,879.100,882.990,879.000,860.050,39161.91,0.500,0.06,880.300,893.673,905.920,"43,136.37","47,757.90","59,254.15",0.31
2019-05-28,877.990,907.490,888.000,875.020,74772.77,9.000,1.02,878.900,893.816,902.702,"49,613.80","49,236.86","61,002.73",0.60
2019-05-29,888.010,924.950,911.910,888.010,65646.96,23.910,2.69,883.682,892.307,901.047,"56,334.87","49,489.13","62,121.19",0.52
2019-05-30,910.000,919.990,905.300,891.220,40247.20,-6.610,-0.72,892.542,889.846,897.714,"52,772.59","49,059.84","61,504.94",0.32
2019-05-31,900.530,906.990,890.000,890.000,35793.80,-15.300,-1.69,894.842,888.167,893.514,"51,124.53","47,655.06","61,497.47",0.28
2019-06-03,892.000,901.350,892.000,886.280,34479.24,2.000,0.23,897.442,888.871,892.814,"50,187.99","46,662.18","56,466.44",0.27
2019-06-04,895.000,895.430,875.300,871.000,39689.48,-16.700,-1.87,894.902,886.901,892.079,"43,171.34","46,392.57","53,409.05",0.32
2019-06-05,884.000,886.260,871.600,870.000,34067.36,-3.700,-0.42,886.840,885.261,891.439,"36,855.42","46,595.14","51,018.27",0.27
2019-06-06,875.620,875.770,862.130,858.000,34786.85,-9.470,-1.09,878.206,885.374,891.605,"35,763.35","44,267.97","48,180.36",0.28
2019-06-10,857.980,878.950,871.080,840.000,55502.46,8.950,1.04,874.422,884.632,889.803,"39,705.08","45,414.80","46,960.11",0.44
2019-06-11,876.000,915.610,910.890,875.000,80106.44,39.810,4.57,878.200,887.821,890.747,"48,830.52","49,509.26","48,633.58",0.64
2019-06-12,906.220,910.990,906.700,894.000,37747.40,-4.190,-0.46,884.480,889.691,891.754,"48,442.10","45,806.72","47,521.79",0.30
2019-06-13,910.000,912.300,910.000,897.000,32917.42,3.300,0.36,892.160,889.500,890.904,"48,212.11","42,533.77","46,011.45",0.26
2019-06-14,911.000,932.300,913.000,910.020,42455.04,3.000,0.33,902.334,890.270,890.058,"49,745.75","42,754.55","45,907.19",0.34
2019-06-17,907.000,926.940,911.600,906.020,32769.03,-1.400,-0.15,910.438,892.430,890.299,"45,199.07","42,452.07","45,053.57",0.26
2019-06-18,917.000,920.000,917.000,902.600,29441.38,5.400,0.59,911.660,894.930,891.901,"35,066.05","41,948.29","44,305.23",0.23
2019-06-19,940.000,946.700,932.010,932.010,53726.40,15.010,1.64,916.722,900.601,893.751,"38,261.85","43,351.98","44,872.27",0.43
2019-06-20,932.500,975.500,975.000,932.200,67271.97,42.990,4.61,929.722,910.941,898.101,"45,132.76","46,672.44","46,633.79",0.54
2019-06-21,969.970,984.490,976.300,964.500,45926.75,1.300,0.13,942.382,922.358,903.866,"45,827.11","47,786.43","46,027.20",0.37
2019-06-24,978.300,999.690,987.100,975.000,45779.20,10.800,1.11,957.482,933.960,909.296,"48,429.14","46,814.10","46,114.45",0.36
2019-06-25,992.000,999.000,982.980,967.000,51295.95,-4.120,-0.42,970.678,941.169,914.495,"52,800.05","43,933.05","46,721.16",0.41
2019-06-26,985.000,985.000,979.860,971.220,29588.18,-3.120,-0.32,980.248,948.485,919.088,"47,972.41","43,117.13","44,461.93",0.24
2019-06-27,985.000,1001.000,996.350,981.120,47978.45,16.490,1.68,984.518,957.120,923.310,"44,113.71","44,623.24","43,578.50",0.38
2019-06-28,985.990,988.880,984.000,971.330,31088.40,2.190,0.22,986.058,964.220,927.245,"41,146.04","43,486.57","43,120.56",0.25
2019-07-01,1004.520,1035.600,1031.860,1000.220,52337.23,47.860,4.86,995.010,976.246,934.338,"42,457.64","45,443.39","43,947.73",0.42
2019-07-02,1025.000,1029.500,1025.000,1016.000,39061.09,-6.860,-0.67,"1,003.414",987.046,940.988,"40,010.67","46,405.36","44,176.82",0.31
2019-07-03,1020.000,1023.000,987.900,981.500,67139.32,-37.100,-3.62,"1,005.022",992.635,946.618,"47,520.90","47,746.65","45,549.32",0.53
2019-07-04,985.800,990.800,981.200,971.220,46216.68,-6.700,-0.68,"1,001.992",993.255,952.098,"47,168.54","45,641.13","46,156.78",0.37
2019-07-05,986.000,1006.000,999.820,976.300,50032.71,18.620,1.90,"1,005.156",995.607,958.983,"50,957.41","46,051.72","46,919.08",0.40
2019-07-08,995.050,997.900,984.860,975.000,33613.52,-14.960,-1.50,995.756,995.383,964.672,"47,212.66","44,835.15","45,824.63",0.27
2019-07-09,979.300,989.000,976.060,968.350,31723.32,-8.800,-0.89,985.968,994.691,967.930,"45,745.11","42,877.89","43,405.47",0.25
2019-07-10,980.930,990.580,982.520,977.000,28166.70,6.460,0.66,984.892,994.957,971.721,"37,950.59","42,735.74","42,926.44",0.22
2019-07-11,989.960,998.380,981.500,976.000,30514.19,-1.020,-0.10,984.952,993.472,975.296,"34,810.09","40,989.32","42,806.28",0.24
2019-07-12,981.300,991.500,986.090,980.010,28173.85,4.590,0.47,982.206,993.681,978.951,"30,438.32","40,697.86","42,092.22",0.22
2019-07-15,967.800,980.100,975.930,951.130,59870.40,-10.160,-1.03,980.420,988.088,982.167,"35,689.69","41,451.18","43,447.28",0.48
2019-07-16,975.450,982.300,968.000,965.000,33245.24,-7.930,-0.81,978.808,982.388,984.717,"35,994.08","40,869.59","43,637.48",0.26
2019-07-17,968.000,972.990,963.500,962.130,25468.87,-4.500,-0.47,975.004,979.948,986.292,"35,454.51","36,702.55","42,224.60",0.20
2019-07-18,961.500,963.000,947.500,947.180,39252.95,-16.000,-1.66,968.204,976.578,984.917,"37,202.26","36,006.18","40,823.65",0.31
2019-07-19,955.000,960.800,955.870,948.000,28014.81,8.370,0.88,962.160,972.183,983.895,"37,170.45","33,804.39","39,928.05",0.22
2019-07-22,960.000,964.000,957.020,950.250,28125.49,1.150,0.12,958.378,969.399,982.391,"30,821.47","33,255.58","39,045.37",0.22
2019-07-23,962.300,962.590,953.980,943.860,32483.95,-3.040,-0.32,955.574,967.191,980.941,"30,669.21","33,331.65","38,104.77",0.26
2019-07-24,958.310,959.900,946.360,944.690,46771.20,-7.620,-0.80,952.146,963.575,979.266,"34,929.68","35,192.10","38,963.92",0.37
2019-07-25,945.970,963.360,963.000,938.150,38255.70,16.640,1.76,955.246,961.725,977.599,"34,730.23","35,966.25","38,477.78",0.30
2019-07-26,961.970,971.000,965.030,958.550,26467.59,2.030,0.21,957.078,959.619,976.650,"34,420.79","35,795.62","38,246.74",0.21
2019-07-29,962.030,979.500,976.410,960.010,26981.33,11.380,1.18,960.956,959.667,973.878,"34,191.95","32,506.71","36,978.95",0.21
2019-07-30,976.500,983.000,978.930,971.000,19537.97,2.520,0.26,965.946,960.760,971.574,"31,602.76","31,135.99","36,002.79",0.16
2019-07-31,975.000,981.770,972.600,966.590,22526.20,-6.330,-0.65,971.194,961.670,970.809,"26,753.76","30,841.72","33,772.13",0.18
2019-08-01,976.510,977.000,959.300,953.020,35089.52,-13.300,-1.37,970.454,962.850,969.714,"26,120.52","30,425.38","33,215.78",0.28
2019-08-02,944.000,957.980,954.450,943.000,39719.40,-4.850,-0.51,968.338,962.708,967.446,"28,770.88","31,595.84","32,700.11",0.32
2019-08-05,945.000,954.000,942.430,940.000,36774.31,-12.020,-1.26,961.542,961.249,965.324,"30,729.48","32,460.72","32,858.15",0.29
2019-08-06,931.000,948.000,946.300,923.800,43991.16,3.870,0.41,955.016,960.481,963.836,"35,620.12","33,611.44","33,471.54",0.35
2019-08-07,949.500,955.530,945.000,945.000,26869.98,-1.300,-0.14,949.496,960.345,961.960,"36,488.87","31,621.32","33,406.71",0.21
2019-08-08,953.500,974.000,971.680,952.000,38808.13,26.680,2.82,951.972,961.213,961.469,"37,232.60","31,676.56","33,821.40",0.31
2019-08-09,978.500,980.950,962.030,958.990,28461.70,-9.650,-0.99,953.488,960.913,960.266,"34,981.06","31,875.97","33,835.80",0.23
2019-08-12,1010.310,1020.100,1018.630,995.010,81498.95,56.600,5.88,968.728,965.135,962.401,"43,925.98","37,327.73","34,917.22",0.65
2019-08-13,1016.160,1026.000,1017.950,1010.680,30329.70,-0.680,-0.07,983.058,969.037,964.899,"41,193.69","38,406.91","34,771.45",0.24
2019-08-14,1030.020,1051.900,1043.330,1030.020,41410.95,25.380,2.49,"1,002.724",976.110,968.890,"44,101.89","40,295.38","35,568.55",0.33
2019-08-15,1028.000,1046.480,1044.900,1028.000,27237.39,1.570,0.15,"1,017.368",984.670,973.760,"41,787.74","39,510.17","34,967.77",0.22
2019-08-16,1049.840,1075.580,1054.600,1041.000,36086.73,9.700,0.93,"1,035.882",994.685,978.697,"43,312.74","39,146.90","35,371.37",0.29
2019-08-19,1061.000,1069.980,1055.880,1049.050,32867.58,1.280,0.12,"1,043.332","1,006.030",983.640,"33,586.47","38,756.23","35,608.47",0.26
2019-08-20,1055.000,1073.680,1070.000,1050.000,28602.13,14.120,1.34,"1,053.742","1,018.400",989.441,"33,240.96","37,217.32","35,414.38",0.23
2019-08-21,1070.100,1076.970,1066.000,1061.660,25066.62,-4.000,-0.37,"1,058.276","1,030.500",995.423,"29,972.09","37,036.99","34,329.15",0.20
2019-08-22,1072.990,1104.000,1104.000,1070.000,37590.78,38.000,3.56,"1,070.096","1,043.732","1,002.473","32,042.77","36,915.25","34,295.91",0.30
2019-08-23,1105.000,1133.560,1130.100,1095.620,40192.30,26.100,2.36,"1,085.196","1,060.539","1,010.726","32,863.88","38,088.31","34,982.14",0.32
2019-08-26,1113.000,1128.000,1102.950,1096.680,48497.89,-27.150,-2.40,"1,094.610","1,068.971","1,017.053","35,989.94","34,788.21","36,057.97",0.39
2019-08-27,1117.000,1131.310,1109.000,1109.000,52164.21,6.050,0.55,"1,102.410","1,078.076","1,023.557","40,702.36","36,971.66","37,689.28",0.42
2019-08-28,1109.000,1123.190,1100.110,1083.010,47009.67,-8.890,-0.80,"1,109.232","1,083.754","1,029.932","45,090.97","37,531.53","38,913.46",0.37
2019-08-29,1105.000,1118.180,1113.100,1092.500,29330.42,12.990,1.18,"1,111.052","1,090.574","1,037.622","43,438.90","37,740.83","38,625.50",0.23
2019-08-30,1125.000,1146.000,1142.000,1123.000,44890.77,28.900,2.60,"1,113.432","1,099.314","1,047.000","44,378.59","38,621.24","38,884.07",0.36
2019-09-02,1139.990,1144.980,1138.760,1129.000,28234.33,-3.240,-0.28,"1,120.594","1,107.602","1,056.816","40,325.88","38,157.91","38,457.07",0.22
2019-09-03,1140.000,1151.020,1140.000,1128.560,29485.09,1.240,0.11,"1,126.794","1,114.602","1,066.501","35,790.06","38,246.21","37,731.77",0.23
2019-09-04,1140.800,1142.910,1125.010,1120.110,33600.22,-14.990,-1.31,"1,131.774","1,120.503","1,075.502","33,108.17","39,099.57","38,068.28",0.27
2019-09-05,1129.000,1144.900,1144.000,1128.000,32930.84,18.990,1.69,"1,137.954","1,124.503","1,084.118","33,828.25","38,633.57","37,774.41",0.26
2019-09-06,1144.500,1146.150,1142.490,1131.000,26176.59,-1.510,-0.13,"1,138.052","1,125.742","1,093.141","30,085.41","37,232.00","37,660.16",0.21
2019-09-09,1145.000,1148.000,1136.520,1135.000,29379.34,-5.970,-0.52,"1,137.604","1,129.099","1,099.035","30,314.42","35,320.15","35,054.18",0.23
2019-09-10,1134.300,1135.000,1123.850,1120.010,26227.07,-12.670,-1.11,"1,134.374","1,130.584","1,104.330","29,662.81","32,726.43","34,849.05",0.21
2019-09-11,1119.220,1119.970,1069.520,1068.000,81716.54,-54.330,-4.83,"1,123.276","1,127.525","1,105.640","39,286.08","36,197.12","36,864.33",0.65
2019-09-12,1066.000,1109.980,1099.000,1066.000,41211.33,29.480,2.76,"1,114.276","1,126.115","1,108.345","40,942.17","37,385.21","37,563.02",0.33
2019-09-16,1083.000,1103.950,1099.000,1083.000,31371.80,0.000,0.00,"1,105.578","1,121.815","1,110.565","41,981.22","36,033.32","37,327.28",0.25
2019-09-17,1094.000,1106.660,1094.010,1087.000,25196.93,-4.990,-0.45,"1,097.076","1,117.340","1,112.471","41,144.73","35,729.58","36,943.74",0.20
2019-09-18,1108.500,1150.000,1148.900,1108.180,69314.47,54.890,5.02,"1,102.086","1,118.230","1,116.416","49,762.21","39,712.51","38,979.36",0.55
2019-09-19,1148.000,1150.000,1145.000,1137.100,24479.80,-3.900,-0.34,"1,117.182","1,120.229","1,120.366","38,314.87","38,800.47","38,950.02",0.19
2019-09-20,1151.000,1160.000,1157.420,1147.590,37626.66,12.420,1.08,"1,128.866","1,121.571","1,123.037","37,597.93","39,270.05","38,951.81",0.30
2019-09-23,1157.000,1157.000,1149.000,1131.000,30026.33,-8.420,-0.73,"1,138.866","1,122.222","1,123.982","37,328.84","39,655.03","38,443.52",0.24
2019-09-24,1155.000,1184.900,1184.000,1152.000,36269.13,35.000,3.05,"1,156.864","1,126.970","1,128.035","39,543.28","40,344.01","37,832.08",0.29
2019-09-25,1180.000,1188.870,1174.000,1170.500,24024.58,-10.000,-0.84,"1,161.884","1,131.985","1,131.285","30,485.30","40,123.76","36,425.10",0.19
2019-09-26,1174.940,1183.350,1167.000,1158.810,26081.94,-7.000,-0.60,"1,166.284","1,141.733","1,134.629","30,805.73","34,560.30","35,378.71",0.21
2019-09-27,1164.000,1183.000,1174.750,1153.000,22826.61,7.750,0.66,"1,169.750","1,149.308","1,137.712","27,845.72","32,721.83","35,053.52",0.18
2019-09-30,1163.000,1169.430,1150.000,1150.000,30825.14,-24.750,-2.11,"1,169.950","1,154.408","1,138.112","28,005.48","32,667.16","34,350.24",0.25
2019-10-08,1153.000,1180.000,1167.100,1152.010,31045.27,17.100,1.49,"1,166.570","1,161.717","1,139.529","26,960.71","33,251.99","34,490.78",0.25
2019-10-09,1166.200,1166.200,1146.810,1135.050,35788.57,-20.290,-1.74,"1,161.132","1,161.508","1,139.869","29,313.51","29,899.40","34,805.96",0.28
2019-10-10,1127.000,1158.930,1155.000,1109.020,41173.70,8.190,0.71,"1,158.732","1,162.508","1,141.369","32,331.86","31,568.79","35,184.63",0.33
2019-10-11,1157.000,1175.000,1174.600,1152.210,28689.25,19.600,1.70,"1,158.702","1,164.226","1,142.899","33,504.39","30,675.05","34,972.55",0.23
2019-10-14,1186.000,1187.660,1180.000,1170.000,27187.51,5.400,0.46,"1,164.702","1,167.326","1,144.774","32,776.86","30,391.17","35,023.10",0.22
2019-10-15,1180.000,1215.680,1211.000,1177.030,40034.73,31.000,2.63,"1,173.482","1,170.026","1,148.498","34,574.75","30,767.73","35,555.87",0.32
2019-10-16,1168.000,1187.500,1170.000,1160.000,59150.59,-41.000,-3.39,"1,178.120","1,169.626","1,150.806","39,247.16","34,280.33","37,202.04",0.47
2019-10-17,1176.000,1186.660,1183.330,1162.500,30508.70,13.330,1.14,"1,183.786","1,171.259","1,156.496","37,114.16","34,723.01","34,641.65",0.24
2019-10-18,1179.000,1189.990,1175.790,1171.690,28291.61,-7.540,-0.64,"1,184.024","1,171.363","1,160.336","37,034.63","35,269.51","33,995.67",0.23
2019-10-21,1171.860,1178.900,1168.500,1163.300,25274.67,-7.290,-0.62,"1,181.724","1,173.213","1,163.811","36,652.06","34,714.46","33,690.81",0.20
2019-10-22,1178.000,1181.500,1170.800,1163.890,19309.43,2.300,0.20,"1,173.684","1,173.583","1,167.650","32,507.00","33,540.88","33,396.43",0.15
2019-10-23,1168.000,1178.000,1158.910,1156.110,23080.21,-11.890,-1.02,"1,171.466","1,174.793","1,168.151","25,292.92","32,270.04","31,084.72",0.18
2019-10-24,1164.950,1166.000,1150.270,1147.160,26178.44,-8.640,-0.75,"1,164.854","1,174.320","1,168.414","24,426.87","30,770.51","31,169.65",0.21
2019-10-25,1153.300,1172.500,1171.350,1143.030,25998.45,21.080,1.83,"1,163.966","1,173.995","1,169.111","23,968.24","30,501.43","30,588.24",0.21
2019-10-28,1166.010,1181.010,1178.290,1165.000,22485.99,6.940,0.59,"1,165.924","1,173.824","1,170.575","23,410.50","30,031.28","30,211.23",0.18
2019-10-29,1181.110,1199.960,1193.000,1177.770,27803.71,14.710,1.25,"1,170.364","1,172.024","1,171.025","25,109.36","28,808.18","29,787.96",0.22
2019-10-30,1190.000,1192.700,1183.800,1176.000,21254.75,-9.200,-0.77,"1,175.342","1,173.404","1,171.515","24,744.27","25,018.60","29,649.46",0.17
2019-10-31,1196.000,1198.000,1180.010,1176.150,25909.27,-3.790,-0.32,"1,181.290","1,173.072","1,172.166","24,690.43","24,558.65","29,640.83",0.21
2019-11-01,1181.000,1191.950,1185.000,1172.500,22811.96,4.990,0.42,"1,184.020","1,173.993","1,172.678","24,053.14","24,010.69","29,640.10",0.18
2019-11-04,1190.000,1209.990,1199.590,1189.000,26737.98,14.590,1.23,"1,188.280","1,177.102","1,175.158","24,903.53","24,157.02","29,435.74",0.21
2019-11-05,1199.500,1205.000,1199.000,1192.000,22254.72,-0.590,-0.05,"1,189.480","1,179.922","1,176.753","23,793.74","24,451.55","28,996.21",0.18
2019-11-06,1197.000,1204.000,1193.000,1188.880,19737.51,-6.000,-0.50,"1,191.320","1,183.331","1,179.062","23,490.29","24,117.28","28,193.66",0.16
2019-11-07,1196.510,1201.880,1201.370,1189.000,16167.88,8.370,0.70,"1,195.592","1,188.441","1,181.381","21,542.01","23,116.22","26,943.37",0.13
2019-11-08,1205.000,1215.650,1205.000,1201.510,24512.11,3.630,0.30,"1,199.592","1,191.806","1,182.901","21,882.04","22,967.59","26,734.51",0.20
2019-11-11,1201.500,1206.200,1199.000,1193.510,17342.46,-6.000,-0.50,"1,199.474","1,193.877","1,183.851","20,002.94","22,453.24","26,242.26",0.14
2019-11-12,1204.000,1209.600,1201.600,1198.210,19150.55,2.600,0.22,"1,199.994","1,194.737","1,183.381","19,382.10","21,587.92","25,198.05",0.15
2019-11-13,1207.000,1227.800,1224.000,1200.000,31977.04,22.400,1.86,"1,206.194","1,198.757","1,186.081","21,830.01","22,660.15","23,839.37",0.25
2019-11-14,1227.000,1240.000,1230.000,1222.000,23521.12,6.000,0.49,"1,211.920","1,203.756","1,188.414","23,300.66","22,421.33","23,489.99",0.19
2019-11-15,1230.000,1232.910,1224.900,1221.500,16340.72,-5.100,-0.41,"1,215.900","1,207.746","1,190.870","21,666.38","21,774.21","22,892.45",0.13
2019-11-18,1225.120,1229.450,1227.280,1218.000,18037.66,2.380,0.19,"1,221.556","1,210.515","1,193.809","21,805.42","20,904.18","22,530.60",0.14
2019-11-19,1228.000,1241.610,1232.320,1225.020,20623.75,5.040,0.41,"1,227.700","1,213.847","1,196.885","22,100.06","20,741.08","22,596.31",0.16
